id,x,y,d,t,s,r,o,h,k,j,m,b,v,f,p,c
384709,41.299965,-72.942167,15064704,10:48,A,4.0,38 ANN ST,,"['Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)']",W,0,25.0,False,False,0,0
385045,41.306598,-72.912581,15080256,02:43,A,4.0,Hamilton St ,,['Pedestrian'],S,0,25.0,False,False,1,0
385156,41.314847,-72.898587,15063840,08:00,A,4.0,POPLAR ST,LOMBARD ST,['Bicyclist'],E,0,,False,False,0,1
385156,41.314847,-72.898587,15063840,08:00,A,4.0,POPLAR ST,LOMBARD ST,['Bicyclist'],N,97,,False,False,0,1
385270,41.319277,-72.949224,15086304,20:29,A,3.0,ELLA T GRASSO BLVD,(RTE 10 - WHALLEY AVE),['Pedestrian'],N,0,,False,False,1,0
385555,41.310254,-72.943153,15098400,02:04,A,,1450 CHAPEL STREET,,['Bicyclist'],,99,,False,False,0,1
385555,41.310254,-72.943153,15098400,02:04,A,,1450 CHAPEL STREET,,['Bicyclist'],,0,,False,False,0,1
385976,41.330125,-72.970993,15112224,22:18,A,3.0,WHALLEY AVE,,['Bicyclist'],W,0,,False,False,0,1
385976,41.330125,-72.970993,15112224,22:18,A,3.0,WHALLEY AVE,,['Bicyclist'],W,0,25.0,False,False,0,1
386075,41.325542,-72.935132,15118272,18:43,A,4.0,DIXWELL AVE,,['Pedestrian'],S,0,25.0,False,False,1,0
386163,41.331414,-72.935203,15121728,18:39,A,4.0,DIXWELL AVE,BREWSTER ST,['Pedestrian'],S,0,25.0,False,False,1,0
386483,41.296943,-72.892743,15133824,20:15,A,4.0,FARREN AVE,FULTON ST,['Pedestrian'],N,0,25.0,True,False,1,0
386732,41.309452,-72.92126,15148512,17:32,A,4.0,ORANGE ST NO 1,,['Pedestrian'],N,0,,False,False,1,0
387108,41.302395,-72.935902,15166656,09:59,A,4.0,HOWARD AV,,['Pedestrian'],S,0,25.0,False,False,1,0
388278,41.298612,-72.892417,15160608,04:47,A,4.0,FARREN AV,,['Pedestrian'],S,0,25.0,True,False,1,0
388333,41.303469,-72.908602,15175296,11:06,K,4.0,CHAPEL ST,,['Pedestrian'],E,0,25.0,False,False,1,0
388545,41.292682,-72.937404,15068160,14:41,A,4.0,HURLBURT ST,ROSETTE ST,['Pedestrian'],S,0,25.0,False,False,1,0
388582,41.318157,-72.914583,15099264,20:18,A,4.0,ORANGE ST,EDWARDS ST,['Pedestrian'],S,0,25.0,True,False,1,0
392593,41.304032,-72.975418,15171840,21:53,A,3.0,34-E,,['Pedestrian'],E,99,35.0,True,False,1,0
393016,41.328374,-72.937566,15186528,18:58,A,4.0,SHERMAN PKWY,FORD ST,['Pedestrian'],S,0,25.0,False,False,1,0
394618,41.37434,-72.91553,15168384,07:55,A,4.0,SKIFF ST,,['Pedestrian'],E,0,30.0,False,False,1,0
402225,41.275912,-72.952558,15217632,23:33,A,4.0,CAMPBELL AV,,['Pedestrian'],S,0,1.0,False,False,1,0
404254,41.303302,-72.936417,15221088,20:04,A,4.0,HOWARD AV,DAVENPORT AV,['Bicyclist'],S,0,25.0,False,False,0,1
404254,41.303302,-72.936417,15221088,20:04,A,4.0,HOWARD AV,DAVENPORT AV,['Bicyclist'],E,0,25.0,False,False,0,1
425884,41.287916,-72.958576,15284160,15:54,A,4.0,CAMPBELL AV,TERRACE AV,['Pedestrian'],N,0,25.0,False,False,1,0
431735,41.323398,-72.86213,15285888,17:41,A,4.0,FOXON BLVD,,['Pedestrian'],N,0,25.0,False,False,1,0
431735,41.323398,-72.86213,15285888,17:41,A,4.0,FOXON BLVD,,['Pedestrian'],N,0,25.0,False,False,1,0
431735,41.323398,-72.86213,15285888,17:41,A,4.0,FOXON BLVD,,['Pedestrian'],N,0,25.0,False,False,1,0
431735,41.323398,-72.86213,15285888,17:41,A,4.0,FOXON BLVD,,['Pedestrian'],S,0,25.0,False,False,1,0
433459,41.315175,-72.924675,15042240,13:32,A,4.0,130 PROSPECT ST,,['Pedestrian'],S,99,25.0,False,False,1,0
434121,41.310621,-72.941394,15243552,16:10,A,4.0,CHAPEL ST,ORCHARD ST,['Pedestrian'],S,99,25.0,True,False,1,0
434566,41.302234,-72.902352,15258240,19:28,A,4.0,JAMES ST,,['Pedestrian'],N,0,25.0,True,False,1,0
434566,41.302234,-72.902352,15258240,19:28,A,4.0,JAMES ST,,['Pedestrian'],,0,25.0,False,False,1,0
435049,41.304521,-72.881969,15275520,08:35,A,4.0,SUMMIT ST,HOWARD,['Pedestrian'],N,0,,False,False,1,0
435372,41.320901,-72.874239,15278976,01:15,K,3.0,80-E,,['Pedestrian'],E,0,35.0,False,False,1,0
437102,41.310591,-72.941483,15301440,23:45,A,4.0,ORCHARD ST,CHAPEL ST,['Bicyclist'],N,0,25.0,True,False,0,1
437102,41.310591,-72.941483,15301440,23:45,A,4.0,ORCHARD ST,CHAPEL ST,['Bicyclist'],,0,,False,False,0,1
437587,41.331807,-72.935174,15283296,12:36,A,4.0,DIXWELL AV,WILLIS ST,['Pedestrian'],N,0,25.0,True,False,1,0
438530,41.31681,-72.933301,15310944,22:16,A,4.0,DIXWELL AV,WEBSTER ST,['Bicyclist'],N,0,25.0,False,False,0,1
438530,41.31681,-72.933301,15310944,22:16,A,4.0,DIXWELL AV,WEBSTER ST,['Bicyclist'],W,0,25.0,False,False,0,1
438876,41.320977,-72.874321,15323904,22:00,A,3.0,80-E,,['Pedestrian'],E,0,25.0,False,False,1,0
441551,41.3202,-72.950785,15329952,21:18,A,3.0,10-N,,['Pedestrian'],E,0,25.0,True,True,1,0
451994,41.245218,-72.971937,15332544,23:15,A,4.0,LAKE ST,,['Pedestrian'],S,97,1.0,False,False,1,0
452639,41.311323,-72.944669,15355872,18:16,A,4.0,CHAPEL ST,SHERMAN AV,['Pedestrian'],S,0,,False,False,1,0
456525,41.314641,-72.959053,15366240,17:13,A,4.0,CHAPEL ST,YALE AV,['Bicyclist'],W,0,,False,True,0,1
456525,41.314641,-72.959053,15366240,17:13,A,4.0,CHAPEL ST,YALE AV,['Bicyclist'],E,0,25.0,False,True,0,1
459180,41.310388,-72.930193,15375744,15:52,A,4.0,YORK ST,,['Bicyclist'],N,0,25.0,False,False,0,1
459180,41.310388,-72.930193,15375744,15:52,A,4.0,YORK ST,,['Bicyclist'],N,0,25.0,False,False,0,1
459180,41.310388,-72.930193,15375744,15:52,A,4.0,YORK ST,,['Bicyclist'],N,0,25.0,False,False,0,1
460391,41.285829,-72.887813,15378336,06:39,A,4.0,MAIN ST NO 2,TERRACE ST,['Pedestrian'],S,0,25.0,False,False,1,0
460680,41.32269,-72.934577,15348096,16:50,A,4.0,SHELTON AV,MUNSON ST,['Bicyclist'],W,0,25.0,False,False,0,1
460680,41.32269,-72.934577,15348096,16:50,A,4.0,SHELTON AV,MUNSON ST,['Bicyclist'],,99,,False,False,0,1
461082,41.31931,-72.940726,15380928,02:48,A,4.0,SHERMAN AV,,['Pedestrian'],S,0,25.0,False,True,1,0
461082,41.31931,-72.940726,15380928,02:48,A,4.0,SHERMAN AV,,['Pedestrian'],N,0,25.0,True,True,1,0
464110,41.306751,-72.946633,15363648,16:20,A,4.0,REV DR MLK JR BLVD,,['Bicyclist'],W,0,25.0,False,False,0,1
464110,41.306751,-72.946633,15363648,16:20,A,4.0,REV DR MLK JR BLVD,,['Bicyclist'],W,0,25.0,False,False,0,1
469219,41.343128,-72.934711,15395616,17:19,A,3.0,10-N,SECOND ST,['Bicyclist'],W,0,35.0,False,False,0,1
469219,41.343128,-72.934711,15395616,17:19,A,3.0,10-N,SECOND ST,['Bicyclist'],S,0,35.0,False,False,0,1
469351,41.353453,-72.902757,15397344,13:00,A,4.0,RIDGE RD,WAITE ST,['Bicyclist'],S,0,30.0,False,False,0,1
469351,41.353453,-72.902757,15397344,13:00,A,4.0,RIDGE RD,WAITE ST,['Bicyclist'],W,0,,False,False,0,1
471163,41.338788,-72.976695,15403392,17:03,A,3.0,69-N,POND LILY AV,['Pedestrian'],W,99,25.0,True,False,1,0
471762,41.316188,-72.961986,15379200,19:42,A,4.0,WEST ROCK AV NO 1,WESTWOOD RD,['Bicyclist'],,99,,True,False,0,1
471762,41.316188,-72.961986,15379200,19:42,A,4.0,WEST ROCK AV NO 1,WESTWOOD RD,['Bicyclist'],,99,99.0,False,False,0,1
473556,41.27828,-72.941121,15406848,21:21,K,4.0,FIRST AV,,['Pedestrian'],N,0,25.0,False,False,1,0
476193,41.276003,-72.951492,15417216,23:11,K,4.0,ELM ST,,['Pedestrian'],E,0,25.0,False,False,1,0
482986,41.31313636,-72.93228443,15427584,17:01,A,4.0,DIXWELL AV,,['Pedestrian'],N,0,25.0,False,False,1,0
482989,41.298691,-72.934456,15427584,18:21,A,4.0,HOWARD AV,MINOR ST,['Pedestrian'],N,0,25.0,False,False,1,0
485300,41.305529,-72.952716,15432768,22:14,A,3.0,10-N,LEGION AV-RT 34,['Pedestrian'],S,0,25.0,False,False,1,0
485812,41.383679,-72.903842,15320448,18:48,K,3.0,10-N,OLD DIXWELL AV,['Pedestrian'],S,0,35.0,False,False,1,0
486823,41.332623,-72.949366,15437952,17:33,A,3.0,10-S,,['Pedestrian'],S,0,,False,False,1,0
499290,41.306969,-72.937259,15447456,19:25,A,4.0,REV DR MLK JR BLVD,HOWE ST,['Pedestrian'],W,0,25.0,False,False,1,0
499347,41.319375,-72.934005,15450912,07:34,A,4.0,DIXWELL AV,CHARLES ST,['Pedestrian'],W,0,25.0,False,False,1,0
500030,41.321745,-72.876286,15466464,19:19,K,3.0,80-E,,['Pedestrian'],W,0,25.0,False,False,1,0
503202,41.337911,-72.935143,15304032,01:53,K,4.0,DIXWELL AV NO 1,,['Pedestrian'],N,0,35.0,False,False,1,0
503202,41.337911,-72.935143,15304032,01:53,K,4.0,DIXWELL AV NO 1,,['Pedestrian'],N,0,35.0,False,False,1,0
503202,41.337911,-72.935143,15304032,01:53,K,4.0,DIXWELL AV NO 1,,['Pedestrian'],N,0,35.0,False,False,1,0
503709,41.375629,-72.908467,15266016,23:31,K,3.0,15-S,,['Pedestrian'],S,0,55.0,False,False,1,0
504081,41.324321,-72.881215,15477696,20:21,K,3.0,17-N,,['Pedestrian'],N,0,25.0,False,False,1,0
504866,41.346621,-72.93419,15437952,17:40,A,4.0,CIRCULAR AV,HELEN ST,['Pedestrian'],S,0,30.0,False,False,1,0
512102,41.307299,-72.969731,15485472,18:38,K,3.0,34-E,,['Pedestrian'],E,99,35.0,True,False,1,0
512202,41.302859,-72.928328,15492384,23:03,A,4.0,CHURCH ST SOUTH NO 1,REV DR MLK JR BLVD,['Pedestrian'],W,0,25.0,False,False,1,0
517678,41.373988,-72.913102,15506208,11:57,A,,SKIFF ST,,"['Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)']",W,1,1.0,False,False,0,0
522840,41.30796,-72.898241,15392160,00:51,K,4.0,WOOLSEY ST,,['Pedestrian'],E,99,25.0,True,,1,0
523505,41.303741,-72.94524,15520896,18:58,A,4.0,WINTHROP AV NO 1,,['Pedestrian'],N,0,25.0,False,False,1,0
528065,41.332202,-72.974697,15501888,21:17,A,3.0,63-N,,['Pedestrian'],E,99,25.0,True,False,1,0
528065,41.332202,-72.974697,15501888,21:17,A,3.0,63-N,,['Pedestrian'],E,0,25.0,False,False,1,0
528067,41.297478,-72.94911,15502752,16:15,A,2.0,1-N,10-N,['Pedestrian'],S,99,45.0,True,False,1,0
530350,41.29066,-72.921012,15540768,14:33,A,4.0,LONG WHARF DR,,['Pedestrian'],W,0,25.0,False,False,1,0
531625,41.2505543,-72.8711236,15545088,13:16,A,,COE AVE,,['Pedestrian'],E,0,1.0,False,False,1,0
531678,41.317656,-72.872195,15539040,19:36,A,4.0,EASTERN ST,,['Pedestrian'],N,0,25.0,False,False,1,0
541603,41.300039,-72.939627,15571008,12:15,A,4.0,CONGRESS AV,ARCH ST,['Pedestrian'],N,0,25.0,True,False,1,0
541962,41.281526,-72.87693,15572736,16:02,A,4.0,MAIN ST,,['Pedestrian'],E,0,25.0,,False,1,0
542776,41.31753,-72.94978,15575328,02:42,A,4.0,ELM ST NO 1,ELM ST NO 1,['Pedestrian'],N,0,25.0,False,False,1,0
544171,41.31887,-72.899374,15578784,17:23,A,2.0,5-N,,['Pedestrian'],S,0,,False,False,1,0
545381,41.3138,-72.924956,15582240,20:55,A,4.0,PROSPECT ST,TRUMBULL ST,['Pedestrian'],S,99,,False,False,1,0
551242,41.296403,-72.955852,15585696,20:29,K,2.0,1-N,,['Pedestrian'],N,0,25.0,False,False,1,0
552041,41.369117,-72.919325,15573600,21:27,A,3.0,10-N,,['Pedestrian'],N,0,35.0,False,False,1,0
555750,41.328579,-72.957171,15592608,21:35,A,4.0,BLAKE ST,,['Pedestrian'],N,0,,False,False,1,0
555791,41.29773,-72.940923,15604704,20:37,A,2.0,1-N,WEST ST,['Pedestrian'],N,99,25.0,True,False,1,0
556879,41.286501,-72.936324,15602976,12:34,A,3.0,10-N,,['Bicyclist'],N,0,25.0,True,False,0,1
556879,41.286501,-72.936324,15602976,12:34,A,3.0,10-N,,['Bicyclist'],W,0,25.0,False,False,0,1
558523,41.30606,-72.942633,15609888,06:50,A,4.0,LEGION AV-RT 34,ORCHARD ST,['Pedestrian'],N,0,25.0,False,False,1,0
561391,41.383282,-72.906217,15588288,12:49,K,3.0,10-N,,"['Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)']",S,0,35.0,False,False,0,0
561628,41.313552,-72.92356,15610752,05:45,A,4.0,TRUMBULL ST,HILLHOUSE AV,['Pedestrian'],E,99,25.0,False,True,1,0
562450,41.315854,-72.872958,15622848,15:49,A,4.0,EASTERN ST,,"['Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)']",W,0,25.0,False,False,0,0
565779,41.275952,-72.868446,15617664,22:51,A,3.0,142-E,,['Bicyclist'],N,0,35.0,False,False,0,1
565779,41.275952,-72.868446,15617664,22:51,A,3.0,142-E,,['Bicyclist'],S,0,35.0,False,False,0,1
571473,41.347426,-72.937448,15615936,17:10,A,4.0,HELEN ST,ALENIER,['Pedestrian'],W,0,25.0,False,False,1,0
573171,41.307984,-72.89537,15649632,22:11,A,4.0,FERRY ST,,['Pedestrian'],N,0,25.0,False,False,1,0
573355,41.31494265,-72.89694676,15652224,19:14,K,4.0,FERRY ST,,['Pedestrian' 'Driver'],N,0,25.0,False,False,1,0
573770,41.291994,-72.942684,15653952,23:56,K,3.0,10-N,,['Pedestrian'],S,0,35.0,False,False,1,0
573770,41.291994,-72.942684,15653952,23:56,K,3.0,10-N,,['Pedestrian'],S,99,35.0,True,False,1,0
574479,41.286466,-72.879678,15408576,22:28,K,1.0,95-S,,['Pedestrian'],S,0,50.0,False,False,1,0
574479,41.286466,-72.879678,15408576,22:28,K,1.0,95-S,,['Pedestrian'],S,99,50.0,True,False,1,0
574479,41.286466,-72.879678,15408576,22:28,K,1.0,95-S,,['Pedestrian'],S,0,50.0,False,False,1,0
575727,41.292618,-72.921176,15659136,23:25,A,4.0,SARGENT DR,,['Pedestrian'],W,99,25.0,True,False,1,0
577103,41.334917,-72.979172,15662592,17:03,A,4.0,FOWLER ST,,['Bicyclist'],S,0,25.0,False,False,0,1
577103,41.334917,-72.979172,15662592,17:03,A,4.0,FOWLER ST,,['Bicyclist'],N,99,,False,False,0,1
580897,41.333155,-72.87194,15662592,03:42,K,3.0,17-N,,['Pedestrian'],S,0,25.0,False,False,1,0
580942,41.308687,-72.899278,15665184,23:03,K,4.0,GRAND AV,BLATCHLEY AV,['Pedestrian' 'Driver'],E,0,25.0,False,False,1,0
582092,41.316179,-72.938846,15678144,18:31,A,4.0,ORCHARD ST,,['Pedestrian'],S,0,25.0,False,False,1,0
584529,41.318922,-72.899291,15670368,21:10,A,2.0,5-N,,['Pedestrian'],S,0,25.0,False,False,1,0
584529,41.318922,-72.899291,15670368,21:10,A,2.0,5-N,,['Pedestrian'],,0,25.0,False,False,1,0
584529,41.318922,-72.899291,15670368,21:10,A,2.0,5-N,,['Pedestrian'],,0,25.0,False,False,1,0
591539,41.324116,-72.955827,15702336,22:18,A,3.0,10-N,,['Bicyclist'],,99,25.0,False,True,0,1
591539,41.324116,-72.955827,15702336,22:18,A,3.0,10-N,,['Bicyclist'],E,99,25.0,True,True,0,1
593621,41.31101,-72.87385,15672960,01:18,A,4.0,EASTERN ST,,['Pedestrian'],E,0,25.0,True,False,1,0
602291,41.343303,-72.941097,15429312,17:35,A,4.0,FAIRVIEW AV,JONES RD,['Occupant of a Non-Motor Vehicle Transportation Device'],E,0,1.0,False,False,0,0
602291,41.343303,-72.941097,15429312,17:35,A,4.0,FAIRVIEW AV,JONES RD,['Occupant of a Non-Motor Vehicle Transportation Device'],S,0,1.0,False,False,0,0
606719,41.31953,-72.934004,15723936,20:03,K,4.0,DIXWELL AV,,['Pedestrian'],N,0,25.0,False,False,1,0
610165,41.329022,-72.954199,15730848,17:18,A,4.0,FARNHAM AV,,['Bicyclist'],S,0,25.0,False,False,0,1
610165,41.329022,-72.954199,15730848,17:18,A,4.0,FARNHAM AV,,['Bicyclist'],S,1,,False,False,0,1
622139,41.2934,-72.944285,15755904,08:43,K,3.0,10-N,,['Pedestrian'],S,0,25.0,False,False,1,0
624965,41.304074,-72.936831,15758496,17:13,A,4.0,HOWARD AV,,['Pedestrian'],S,0,25.0,False,False,1,0
625001,41.298334,-72.949277,15762816,19:01,A,3.0,10-N,,['Bicyclist'],N,97,,False,False,0,1
625001,41.298334,-72.949277,15762816,19:01,A,3.0,10-N,,['Bicyclist'],N,97,,False,False,0,1
632772,41.283257,-72.880737,15713568,15:52,K,4.0,MAIN ST,,['Pedestrian'],E,99,25.0,False,False,1,0
633471,41.314223,-72.943471,15781824,17:03,A,4.0,SHERMAN AV,MAPLE ST,['Bicyclist'],S,0,88.0,,True,0,1
633471,41.314223,-72.943471,15781824,17:03,A,4.0,SHERMAN AV,MAPLE ST,['Bicyclist'],N,0,,False,False,0,1
636932,41.31592,-72.872867,15787872,18:41,A,4.0,EASTERN ST,BELLA VISTA DR,['Pedestrian'],E,0,25.0,True,False,1,0
638318,41.297479,-72.948871,15789600,17:41,A,3.0,10-N,1-N,['Pedestrian'],N,0,45.0,False,False,1,0
638320,41.299426,-72.949835,15789600,19:29,K,3.0,10-N,,['Pedestrian'],S,99,25.0,False,False,1,0
639176,41.315011,-72.921059,15790464,18:15,A,4.0,WHITNEY AV,,['Bicyclist'],N,0,25.0,True,False,0,1
639176,41.315011,-72.921059,15790464,18:15,A,4.0,WHITNEY AV,,['Bicyclist'],N,0,25.0,False,False,0,1
641684,41.317874,-72.945784,15796512,19:39,K,4.0,WHALLEY AV,,['Pedestrian'],W,0,25.0,False,True,1,0
646459,41.308227,-72.924171,15807744,07:00,A,4.0,ELM ST NO 2,CHURCH ST,"['Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)']",E,0,25.0,False,False,0,0
647892,41.246593,-72.966453,15764544,15:52,A,3.0,705-E,OCEAN AV NO 2,['Pedestrian'],E,0,30.0,False,False,1,0
648152,41.307602,-72.922638,15809472,14:21,A,4.0,ELM ST NO 2,ORANGE ST NO 1,['Pedestrian'],N,0,25.0,False,False,1,0
650125,41.3325,-72.935169,15812928,17:22,A,4.0,BASSETT ST,DIXWELL AV,['Pedestrian'],E,0,25.0,False,False,1,0
654482,41.297657,-72.940271,15818976,15:45,K,2.0,1-N,,['Pedestrian'],E,99,25.0,True,False,1,0
656526,41.331208,-72.874267,15824160,18:35,K,3.0,17-N,,['Pedestrian'],N,0,25.0,False,False,1,0
662293,41.3108773,-72.9303809,15831936,17:42,A,4.0,ELM ST NO 2,,['Pedestrian'],E,99,25.0,False,False,1,0
662738,41.308262,-72.967936,15785280,18:46,K,3.0,34-E,,['Pedestrian'],E,99,35.0,True,False,1,0
665212,41.292293,-72.931598,15672096,18:06,A,4.0,CASSIUS ST,,['Pedestrian'],E,0,25.0,True,False,1,0
671352,41.29304,-72.94393,15859584,19:56,K,3.0,10-N,,['Pedestrian'],N,0,25.0,False,False,1,0
671352,41.29304,-72.94393,15859584,19:56,K,3.0,10-N,,['Pedestrian'],,99,25.0,True,False,1,0
674778,41.344674,-72.934462,15814656,04:56,K,3.0,10-N,,['Pedestrian'],N,0,35.0,True,,1,0
677221,41.272357,-72.949795,15879456,21:37,A,4.0,CAMPBELL AV,MAIN ST,['Pedestrian'],S,0,25.0,False,False,1,0
677363,41.28191928,-72.95981313,15880320,12:20,A,4.0,WEST SPRING ST,KING ST,['Bicyclist'],W,0,25.0,False,False,0,1
677363,41.28191928,-72.95981313,15880320,12:20,A,4.0,WEST SPRING ST,KING ST,['Bicyclist'],E,0,25.0,False,False,0,1
681701,41.309043,-72.895161,15900192,16:26,K,4.0,GRAND AV,,['Bicyclist'],N,0,,False,False,0,1
681701,41.309043,-72.895161,15900192,16:26,K,4.0,GRAND AV,,['Bicyclist'],E,0,,True,False,0,1
689112,41.293478,-72.93085,15912288,11:29,A,4.0,CEDAR ST NO 1,,['Bicyclist'],S,0,25.0,False,False,0,1
689112,41.293478,-72.93085,15912288,11:29,A,4.0,CEDAR ST NO 1,,['Bicyclist'],S,0,25.0,False,False,0,1
689586,41.331039,-72.928019,15919200,12:57,A,4.0,BASSETT ST,NEWHALL ST,['Pedestrian'],,99,25.0,True,False,1,0
689586,41.331039,-72.928019,15919200,12:57,A,4.0,BASSETT ST,NEWHALL ST,['Pedestrian'],E,0,25.0,False,False,1,0
698400,41.308767,-72.925351,15945120,16:31,K,4.0,ELM ST NO 2,TEMPLE ST,['Pedestrian'],E,0,25.0,False,False,1,0
703078,41.310663,-72.941486,15947712,22:26,A,4.0,ORCHARD ST,CHAPEL ST,['Pedestrian'],N,0,25.0,True,False,1,0
712638,41.319622,-72.949975,15979680,21:20,A,3.0,10-N,,['Pedestrian'],E,0,25.0,False,False,1,0
712655,41.318932,-72.948681,15980544,22:47,A,4.0,WHALLEY AV,,['Pedestrian'],W,0,25.0,False,False,1,0
717110,41.297472,-72.948994,15988320,20:24,K,3.0,ELLA T GRASSO BLVD,US-1,['Pedestrian'],S,0,35.0,False,False,1,0
717819,41.318926,-72.899297,15990912,19:11,A,2.0,5-N,,['Pedestrian'],,0,25.0,False,False,1,0
717819,41.318926,-72.899297,15990912,19:11,A,2.0,5-N,,['Pedestrian'],S,0,25.0,True,False,1,0
723965,41.30931,-72.935447,16008192,15:45,A,4.0,CHAPEL ST,HOWE ST,['Pedestrian'],N,0,,False,False,1,0
724711,41.331853,-72.974067,16011648,01:39,K,3.0,63-N,,['Pedestrian'],N,99,25.0,True,False,1,0
724711,41.331853,-72.974067,16011648,01:39,K,3.0,63-N,,['Pedestrian'],N,99,25.0,True,False,1,0
724711,41.331853,-72.974067,16011648,01:39,K,3.0,63-N,,['Pedestrian'],N,99,25.0,True,False,1,0
727184,41.305286,-72.934188,16013376,10:03,A,4.0,YORK ST,,['Pedestrian'],,0,,False,False,1,0
727515,41.315907,-72.948789,16014240,18:57,A,4.0,ELLSWORTH AV,MAPLE ST,['Bicyclist'],S,0,25.0,False,False,0,1
727515,41.315907,-72.948789,16014240,18:57,A,4.0,ELLSWORTH AV,MAPLE ST,['Bicyclist'],N,0,25.0,False,False,0,1
727904,41.267773,-72.952299,16006464,17:07,A,4.0,CHESTNUT ST,,['Pedestrian'],W,0,1.0,False,False,1,0
727904,41.267773,-72.952299,16006464,17:07,A,4.0,CHESTNUT ST,,['Pedestrian'],W,0,1.0,False,False,1,0
728174,41.332274,-72.974683,16013376,12:12,A,3.0,63-N,,['Pedestrian'],W,0,25.0,False,False,1,0
728716,41.320655,-72.873441,16018560,20:28,A,3.0,80-E,103-N,['Pedestrian'],W,0,25.0,False,False,1,0
728996,41.304867,-72.934153,16019424,16:04,K,4.0,YORK ST,SOUTH FRONTAGE RD-RT 34,['Bicyclist'],E,0,,False,False,0,1
728996,41.304867,-72.934153,16019424,16:04,K,4.0,YORK ST,SOUTH FRONTAGE RD-RT 34,['Bicyclist'],E,0,25.0,False,False,0,1
730603,41.305997,-72.925726,16023744,01:55,A,4.0,CHURCH ST,CHAPEL ST,['Pedestrian'],E,99,25.0,True,False,1,0
730697,41.371028,-72.923968,16015968,19:21,A,4.0,MIX AV,,['Pedestrian'],S,99,25.0,True,False,1,0
731432,41.327747,-72.937191,16027200,19:58,A,4.0,SHERMAN PKWY,,['Pedestrian'],N,0,25.0,True,False,1,0
731432,41.327747,-72.937191,16027200,19:58,A,4.0,SHERMAN PKWY,,['Pedestrian'],N,0,25.0,False,False,1,0
732624,41.306348,-72.93901,16031520,15:00,A,4.0,LEGION AV-RT 34,DWIGHT ST,['Pedestrian'],S,0,25.0,False,False,1,0
738099,41.244854,-72.971222,16024608,12:09,A,4.0,COLONIAL BLVD NO 1,LAKE ST,['Pedestrian'],N,0,25.0,False,False,1,0
752718,41.274502,-72.973264,15998688,17:24,A,4.0,WEST SPRING ST,,['Pedestrian'],S,97,25.0,False,False,1,0
752760,41.309037,-72.895178,16045344,15:48,A,4.0,GRAND AV,,['Pedestrian'],W,0,25.0,False,False,1,0
757812,41.35231,-72.92192,16047072,08:18,A,4.0,TREADWELL ST,MARTIN TER,['Bicyclist'],N,0,25.0,False,False,0,1
757812,41.35231,-72.92192,16047072,08:18,A,4.0,TREADWELL ST,MARTIN TER,['Bicyclist'],W,0,25.0,False,False,0,1
758546,41.338649,-72.935231,16052256,20:30,A,3.0,10-N,,['Pedestrian'],S,99,35.0,True,False,1,0
763577,41.320428,-72.873137,16069536,04:27,A,3.0,80-E,,['Pedestrian'],W,0,25.0,True,False,1,0
763810,41.339743,-72.935095,16065216,16:42,A,3.0,10-N,,['Pedestrian'],N,0,30.0,False,False,1,0
763982,41.317554,-72.901279,16069536,19:37,A,4.0,WILLOW ST,BLATCHLEY AV,['Pedestrian'],S,0,25.0,False,False,1,0
767214,41.273459,-72.951048,16065216,18:13,A,4.0,CENTER ST,,['Pedestrian'],E,99,25.0,False,False,1,0
771021,41.376586,-72.915501,16027200,12:46,A,3.0,753-S,Shepard Av,['Bicyclist'],W,0,35.0,False,False,0,1
771021,41.376586,-72.915501,16027200,12:46,A,3.0,753-S,Shepard Av,['Bicyclist'],S,0,35.0,False,False,0,1
771021,41.376586,-72.915501,16027200,12:46,A,3.0,753-S,Shepard Av,['Bicyclist'],,99,99.0,,,0,1
771907,41.316828,-72.933256,16047936,11:40,A,4.0,DIXWELL AV,WEBSTER ST,"['Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)']",S,99,25.0,True,False,0,0
771907,41.316828,-72.933256,16047936,11:40,A,4.0,DIXWELL AV,WEBSTER ST,"['Other Pedestrian (wheelchair, person in a building, skater, pedestrian conveyance)']",N,0,25.0,False,False,0,0
775799,41.293541,-72.944533,16092000,18:00,K,3.0,10-N,,['Pedestrian'],S,0,25.0,False,False,1,0
789072,41.345646,-72.915054,16110144,17:58,A,4.0,PUTNAM AV,,['Pedestrian'],W,0,30.0,False,False,1,0
800785,41.356045,-72.928071,16142112,18:03,K,3.0,10-N,SAINT JAMES ST,['Pedestrian'],N,0,35.0,False,False,1,0
804358,41.34614,-72.92282,16186176,18:08,A,4.0,LEEDER HILL DR,,['Pedestrian'],W,0,30.0,False,False,1,0
824573,41.354675,-72.929246,16228512,21:16,A,3.0,10-N,,['Pedestrian'],S,0,35.0,False,False,1,0
824573,41.354675,-72.929246,16228512,21:16,A,3.0,10-N,,['Pedestrian'],S,0,35.0,False,False,1,0
832409,41.36960325,-72.924554,16258752,09:03,A,4.0,MIX AV,,['Pedestrian'],,0,1.0,False,False,1,0
832409,41.36960325,-72.924554,16258752,09:03,A,4.0,MIX AV,,['Pedestrian'],W,0,1.0,False,False,1,0
